Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Mail center;Open envelopes;opens;"Mail center;envelopes";Mail center Open envelopes;;Mail center Open envelopes;
Mail center;Categorised invoices;;Mail center Categorised invoices;Mail center Categorised invoices;;Mail center Categorised invoices;
Parts Provision Team;Parts in Stock;;Parts Provision Team Parts in Stock;Parts Provision Team Parts in Stock;;Parts Provision Team Parts in Stock;
Parts Provision Team;PPT requests authorisation for extra Part(s);;Parts Provision Team PPT requests authorisation for extra Part;Parts Provision Team PPT requests authorisation for extra Part(s);requests;Parts Provision Team PPT|authorisation for extra Part(s;
Parts Provision Team;Authorisation given;gives;"Parts Provision Team;Authorisation";Parts Provision Team Authorisation given;gives;Parts Provision Team Authorisation;
Parts Provision Team;requested from stock;requests from;"Parts Provision Team;stock";Parts Provision Team requested from stock;requests from;Parts Provision Team|stock;
Parts Provision Team;Request authorisation for additional part(s);requests;"Parts Provision Team;authorisation for additional part";Parts Provision Team Request authorisation for additional part(s);;Parts Provision Team Request authorisation for additional part(s;
Parts Provision Team;Authorisation given;gives;"Parts Provision Team;Authorisation";Parts Provision Team Authorisation given;gives;Parts Provision Team Authorisation;
Service Team;Request additional part(s);requests;"Service Team;additional part";Service Team Request additional part(s);;Service Team Request additional part(s;
Service Team;Service the Vehicle;services;"Service Team;Vehicle";Service Team Service the Vehicle;;Service Team Service the Vehicle;
Service Team;Stop Work;stops;"Service Team;Work";Service Team Stop Work;Stops;Service Team|Work;
Parts Provision Team;Customer details recorded;records;"Parts Provision Team;Customer details";Parts Provision Team Customer details recorded;records;Parts Provision Team Customer details;
Parts Provision Team;Part(s) available for collection;;Parts Provision Team Parts available for collection;Parts Provision Team Part(s) available for collection;;Parts Provision Team Part(s|collection;
Parts Provision Team;Customer agrees to buy;agrees;"Parts Provision Team;Customer";Parts Provision Team Customer agrees to buy;agrees|buys;Parts Provision Team Customer;
Parts Provision Team;PPT confirms / identifies the Part(s);confirms|identifies;"Parts Provision Team;Part";Parts Provision Team PPT confirms / identifies the Part(s);confirms|identifies;Parts Provision Team PPT|Part(s;
Parts Provision Team;Check Stock;checks;"Parts Provision Team;Stock";Parts Provision Team Check Stock;;Parts Provision Team Check Stock;
Teacher;check process;checks;"Teacher;process";Teacher check process;;Teacher check process;
Teacher;assign penalty points;assigns;"Teacher;penalty points";Teacher assign penalty points;assigns;Teacher|penalty points;
Teacher;Check process;checks;"Teacher;process";Teacher Check process;;Teacher Check process;
Teacher;Assign possitive reports;assigns;"Teacher;possitive reports";Teacher Assign possitive reports;Assigns;Teacher|possitive reports;
Teacher;Consult project;consults;"Teacher;project";Teacher Consult project;;Teacher Consult project;
Student;fix the process;fixes;"Student;process";Student fix the process;fixes;Student|process;
Student;extend process to level 2,3;extends;"Student;process to level 2,3";Student extend process to level 2,3;extends|levels;Student|process to;
Student;Join Team;joins;"Student;Team";Student Join Team;Joins;Student|Team;
Student;Create process model;creates;"Student;process model";Student Create process model;;Student Create process model;
Student;Perform work according to role;performs;"Student;work according to role";Student Perform work according to role;Performs|accords to;Student|work|role;
Team;Agree to domain;agrees to;"Team;domain";Team Agree to domain;Agrees|domains;Team;
Team;Analyze domain;analyzes;"Team;domain";Team Analyze domain;;Team Analyze domain;
Team;identify processes;identifies;"Team;processes";Team identify processes;identifies;Team|processes;
Team;Assign roles;assigns;"Team;roles";Team Assign roles;;Team Assign roles;
Team;present project;presents;"Team;project";Team present project;;Team present project;
Administrative;Receive problem message;receives;"Administrative;problem message";Administrative Receive problem message;Receives;problem message;
Administrative;Create report;creates;"Administrative;report";Administrative Create report;;Administrative Create report;
Administrative;Contact customer;contacts;"Administrative;customer";Administrative Contact customer;;Administrative Contact customer;
Administrative;Receive answer;receives;"Administrative;answer";Administrative Receive answer;Receives;Administrative|answer;
Administrative;Close problem;closes;"Administrative;problem";Administrative Close problem;;Administrative Close problem;
Administrative;Send answer;sends;"Administrative;answer";Administrative Send answer;Sends;answer;
IT analyst;Analyze report;analyzes;"IT analyst;report";IT analyst Analyze report;;IT analyst Analyze report;
IT analyst;Check ticket;checks;"IT analyst;ticket";IT analyst Check ticket;;IT analyst Check ticket;
IT analyst;Create ticket;creates;"IT analyst;ticket";IT analyst Create ticket;Creates;IT analyst|ticket;
IT specialist;Open ticket;opens;"IT specialist;ticket";IT specialist Open ticket;;IT specialist Open ticket;
IT specialist;Solve task;solves;"IT specialist;task";IT specialist Solve task;;IT specialist Solve task;
IT specialist;Testing;;IT specialist Testing;IT specialist Testing;;IT specialist Testing;
IT specialist;Close ticket;closes;"IT specialist;ticket";IT specialist Close ticket;;IT specialist Close ticket;
IT specialist;Make documentation;makes;"IT specialist;documentation";IT specialist Make documentation;Makes;IT specialist|documentation;
Inspection team member;Prepare, read the materials;prepares;"Inspection team member;materials";Inspection team member Prepare, read the materials;reads;Inspection team member Prepare|materials;
Inspection team member;Exam product;exams;"Inspection team member;product";Inspection team member Exam product;;Inspection team member Exam product;
Inspection team member;Send anomalies;sends;"Inspection team member;anomalies";Inspection team member Send anomalies;;Inspection team member Send anomalies;
Inspection team member;Write down defect;writes down;"Inspection team member;defect";Inspection team member Write down defect;Writes down;Inspection team member|defect;
Inspection team member;Defect summary;;Inspection team member Defect summary;Inspection team member Defect summary;;Inspection team member Defect summary;
Lead inspector;Receive inspection request;receives;"Lead inspector;inspection request";Lead inspector Receive inspection request;Receives;Lead inspector|inspection request;
Lead inspector;Plan inspection;plans;"Lead inspector;inspection";Lead inspector Plan inspection;;Lead inspector Plan inspection;
Lead inspector;Select people;selects;"Lead inspector;people";Lead inspector Select people;;Lead inspector Select people;
Lead inspector;Distribute materials;distributes;"Lead inspector;materials";Lead inspector Distribute materials;;Lead inspector Distribute materials;
