Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Admin Officer;Sent back to client for completion;sends;"Admin Officer;client for completion";Admin Officer Sent back to client for completion;sends;admin officer|client for completion;
Admin Officer;Call client;calls;"Admin Officer;client";Admin Officer Call client;;admin officer call client;
Admin Officer;sent to experienced SSP members;sends to;"Admin Officer;SSP members";Admin Officer sent to experienced SSP members;sends to;admin officer|experienced ssp members;
Admin Officer;sent a remainder letter;sends;"Admin Officer;remainder letter";Admin Officer sent a remainder letter;sends;admin officer|remainder letter;
Admin Officer;follow-up by telephone;follow-ups by;"Admin Officer;telephone";Admin Officer follow-up by telephone;;admin officer follow|up by telephone;
Vaidation officer;sort invoice;sorts;"Vaidation officer;invoice";Vaidation officer sort invoice;;vaidation officer sort invoice;
Vaidation officer;print a report;prints;"Vaidation officer;report";Vaidation officer print a report;prints;vaidation officer|report;
Vaidation officer;Compare details of report with invoice;compares;"Vaidation officer;details of report with invoice";Vaidation officer Compare details of report with invoice;compares;vaidation officer|details of report with invoice;
Vaidation officer;Highlight errors;highlights;"Vaidation officer;errors";Vaidation officer Highlight errors;highlights;vaidation officer|errors;
Vaidation officer;sent back to the data entry officer;sends;"Vaidation officer;data entry officer";Vaidation officer sent back to the data entry officer;sends;vaidation officer|data entry officer;
Vaidation officer;keep a record of the officer's mistake number;keeps;"Vaidation officer;record of the officer's mistake number";Vaidation officer keep a record of the officer's mistake number;keeps;vaidation officer|record of the officer'|mistake number;
Vaidation officer;check box 'invoice entered corredtly;checks;"Vaidation officer;box's invoice";Vaidation officer check box 'invoice entered corredtly;enters;vaidation officer check box|invoice;
Vaidation officer;Check urgency;checks;"Vaidation officer;urgency";Vaidation officer Check urgency;checks;vaidation officer|urgency;
Vaidation officer;Process firstly;processes;"Vaidation officer;firstly";Vaidation officer Process firstly;;vaidation officer process;
Mail center;Open envelopes;opens;"Mail center;envelopes";Mail center Open envelopes;;mail center open envelopes;
Mail center;Categorised invoices;;Mail center Categorised invoices;Mail center Categorised invoices;categorises;mail center|invoices;
Parts Provision Team;Parts in Stock;;Parts Provision Team Parts in Stock;Parts Provision Team Parts in Stock;;parts provision team parts in stock;
Parts Provision Team;PPT requests authorisation for extra Part(s);;Parts Provision Team PPT requests authorisation for extra Part;Parts Provision Team PPT requests authorisation for extra Part(s);requests;parts provision team ppt|authorisation for extra part;
Parts Provision Team;Authorisation given;gives;"Parts Provision Team;Authorisation";Parts Provision Team Authorisation given;gives;parts provision team authorisation;
Parts Provision Team;requested from stock;requests from;"Parts Provision Team;stock";Parts Provision Team requested from stock;requests from;parts provision team|stock;
Parts Provision Team;Request authorisation for additional part(s);requests;"Parts Provision Team;authorisation for additional part";Parts Provision Team Request authorisation for additional part(s);;parts provision team request authorisation for additional part;
Parts Provision Team;Authorisation given;gives;"Parts Provision Team;Authorisation";Parts Provision Team Authorisation given;gives;parts provision team authorisation;
Service Team;Request additional part(s);requests;"Service Team;additional part";Service Team Request additional part(s);requests;service team|additional part;
Service Team;Service the Vehicle;services;"Service Team;Vehicle";Service Team Service the Vehicle;services;service team|vehicle;
Service Team;Stop Work;stops;"Service Team;Work";Service Team Stop Work;;service team stop work;
Parts Provision Team;Customer details recorded;records;"Parts Provision Team;Customer details";Parts Provision Team Customer details recorded;records;parts provision team customer details;
Parts Provision Team;Part(s) available for collection;;Parts Provision Team Parts available for collection;Parts Provision Team Part(s) available for collection;;parts provision team part|collection;
Parts Provision Team;Customer agrees to buy;agrees;"Parts Provision Team;Customer";Parts Provision Team Customer agrees to buy;agrees|buys;parts provision team customer;
Parts Provision Team;PPT confirms / identifies the Part(s);confirms|identifies;"Parts Provision Team;Part";Parts Provision Team PPT confirms / identifies the Part(s);confirms|identifies;parts provision team ppt|part;
Parts Provision Team;Check Stock;checks;"Parts Provision Team;Stock";Parts Provision Team Check Stock;;parts provision team check stock;
Teacher;check process;checks;"Teacher;process";Teacher check process;;teacher check process;
Teacher;assign penalty points;assigns;"Teacher;penalty points";Teacher assign penalty points;assigns;teacher|penalty points;
Teacher;Check process;checks;"Teacher;process";Teacher Check process;;teacher check process;
Teacher;Assign possitive reports;assigns;"Teacher;possitive reports";Teacher Assign possitive reports;assigns;teacher|possitive reports;
Teacher;Consult project;consults;"Teacher;project";Teacher Consult project;;teacher consult project;
Student;fix the process;fixes;"Student;process";Student fix the process;fixes;student|process;
Student;extend process to level 2,3;extends;"Student;process to level 2,3";Student extend process to level 2,3;extends;student|process to level 2;
Student;Join Team;joins;"Student;Team";Student Join Team;joins;student|team;
Student;Create process model;creates;"Student;process model";Student Create process model;creates;student|process model;
