Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Parts Provision Team;Authorisation given;gives;"Parts Provision Team;Authorisation";Parts Provision Team Authorisation given;;Authorisation;Parts Provision Team
Parts Provision Team;requested from stock;requests from;"Parts Provision Team;stock";Parts Provision Team requested from stock;;stock;Parts Provision Team
Parts Provision Team;Request authorisation for additional part(s);requests;"Parts Provision Team;authorisation for additional part";Parts Provision Team Request authorisation for additional part(s);;authorisation for additional part|s;Parts Provision Team Request
Parts Provision Team;Authorisation given;gives;"Parts Provision Team;Authorisation";Parts Provision Team Authorisation given;;Authorisation;Parts Provision Team
Service Team;Request additional part(s);requests;"Service Team;additional part";Service Team Request additional part(s);;additional part|s;Service Team Request
Service Team;Service the Vehicle;services;"Service Team;Vehicle";Service Team Service the Vehicle;;;Service Team Service|Vehicle
Service Team;Stop Work;stops;"Service Team;Work";Service Team Stop Work;;;Service Team Stop Work
Parts Provision Team;Customer details recorded;records;"Parts Provision Team;Customer details";Parts Provision Team Customer details recorded;;Customer details;Parts Provision Team
Parts Provision Team;Part(s) available for collection;;Parts Provision Team Parts available for collection;Parts Provision Team Part(s) available for collection;;s|collection;Parts Provision Team Part
Parts Provision Team;Customer agrees to buy;agrees;"Parts Provision Team;Customer";Parts Provision Team Customer agrees to buy;buys;Customer;Parts Provision Team
Parts Provision Team;PPT confirms / identifies the Part(s);confirms|identifies;"Parts Provision Team;Part";Parts Provision Team PPT confirms / identifies the Part(s);;Part|s;Parts Provision Team PPT
Parts Provision Team;Check Stock;checks;"Parts Provision Team;Stock";Parts Provision Team Check Stock;Checks;;Parts Provision Team|Stock
Teacher;check process;checks;"Teacher;process";Teacher check process;;Teacher check process;
Teacher;assign penalty points;assigns;"Teacher;penalty points";Teacher assign penalty points;assigns;Teacher|penalty points;
Teacher;Check process;checks;"Teacher;process";Teacher Check process;Checks;Teacher|process;
Teacher;Assign possitive reports;assigns;"Teacher;possitive reports";Teacher Assign possitive reports;Assigns;Teacher|possitive reports;
Teacher;Consult project;consults;"Teacher;project";Teacher Consult project;;Teacher Consult project;
Student;fix the process;fixes;"Student;process";Student fix the process;fixes;Student|process;
Student;extend process to level 2,3;extends;"Student;process to level 2,3";Student extend process to level 2,3;;Student|process to level 2,3;
Student;Join Team;joins;"Student;Team";Student Join Team;;Student;Join Team
Student;Create process model;creates;"Student;process model";Student Create process model;Creates;Student|process model;
Student;Perform work according to role;performs;"Student;work according to role";Student Perform work according to role;Performs;Student|work according to role;
Team;Agree to domain;agrees to;"Team;domain";Team Agree to domain;;domain;Team Agree
Team;Analyze domain;analyzes;"Team;domain";Team Analyze domain;;domain;Team Analyze
Team;identify processes;identifies;"Team;processes";Team identify processes;;processes;Team
Team;Assign roles;assigns;"Team;roles";Team Assign roles;;roles;Team Assign
Team;present project;presents;"Team;project";Team present project;;present project;Team
Administrative;Receive problem message;receives;"Administrative;problem message";Administrative Receive problem message;;Administrative Receive problem message;
Administrative;Create report;creates;"Administrative;report";Administrative Create report;Creates;report;
Administrative;Contact customer;contacts;"Administrative;customer";Administrative Contact customer;;Administrative Contact customer;
Administrative;Receive answer;receives;"Administrative;answer";Administrative Receive answer;;Administrative Receive answer;
Administrative;Close problem;closes;"Administrative;problem";Administrative Close problem;;Administrative Close problem;
Administrative;Send answer;sends;"Administrative;answer";Administrative Send answer;Sends;answer;
IT analyst;Analyze report;analyzes;"IT analyst;report";IT analyst Analyze report;;IT analyst|report;Analyze
IT analyst;Check ticket;checks;"IT analyst;ticket";IT analyst Check ticket;Checks;IT analyst|ticket;
IT analyst;Create ticket;creates;"IT analyst;ticket";IT analyst Create ticket;Creates;IT analyst|ticket;
IT specialist;Open ticket;opens;"IT specialist;ticket";IT specialist Open ticket;Opens;IT specialist|ticket;
IT specialist;Solve task;solves;"IT specialist;task";IT specialist Solve task;Solves;IT specialist|task;
IT specialist;Testing;;IT specialist Testing;IT specialist Testing;;IT specialist Testing;
IT specialist;Close ticket;closes;"IT specialist;ticket";IT specialist Close ticket;;IT specialist Close ticket;
IT specialist;Make documentation;makes;"IT specialist;documentation";IT specialist Make documentation;Makes;IT specialist|documentation;
Inspection team member;Prepare, read the materials;prepares;"Inspection team member;materials";Inspection team member Prepare, read the materials;Prepares|reads;team member|materials;Inspection
Inspection team member;Exam product;exams;"Inspection team member;product";Inspection team member Exam product;;team member Exam product;Inspection
Inspection team member;Send anomalies;sends;"Inspection team member;anomalies";Inspection team member Send anomalies;Sends;team member|anomalies;Inspection
Inspection team member;Write down defect;writes down;"Inspection team member;defect";Inspection team member Write down defect;Writes down;team member|defect;Inspection
Inspection team member;Defect summary;;Inspection team member Defect summary;Inspection team member Defect summary;;team member Defect summary;Inspection
Lead inspector;Receive inspection request;receives;"Lead inspector;inspection request";Lead inspector Receive inspection request;Receives;Lead inspector|inspection request;
Lead inspector;Plan inspection;plans;"Lead inspector;inspection";Lead inspector Plan inspection;;Lead inspector Plan inspection;
Lead inspector;Select people;selects;"Lead inspector;people";Lead inspector Select people;;Lead inspector|people;Select
Lead inspector;Distribute materials;distributes;"Lead inspector;materials";Lead inspector Distribute materials;;Lead inspector Distribute materials;
Lead inspector;Create final report;creates;"Lead inspector;final report";Lead inspector Create final report;Creates;Lead inspector|final report;
Lead inspector;Send final report;sends;"Lead inspector;final report";Lead inspector Send final report;Sends;Lead inspector|final report;
Lead inspector;Receive new materials;receives;"Lead inspector;new materials";Lead inspector Receive new materials;Receives;Lead inspector|new materials;
Lead inspector;Report material anomalies;reports;"Lead inspector;material anomalies";Lead inspector Report material anomalies;;Lead inspector|material anomalies;Report
Finance;check solvency;checks;"Finance;solvency";Finance check solvency;;check solvency;Finance
Finance;sending invoice;sends;"Finance;invoice";Finance sending invoice;;sending invoice;Finance
Finance;check status of payment;checks;"Finance;status of payment";Finance check status of payment;;check status of payment;Finance
Finance;check number of reminder;checks;"Finance;number of reminder";Finance check number of reminder;;check number of reminder;Finance
