Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
PayPal Client;Declare if have been or affiliated with a Politically Exposed Person;declares;"PayPal Client;Person";PayPal Client Declare if have been or affiliated with a Politically Exposed Person;declares|is|affiliates with|exposes;paypal client|person;
PayPal Client;Click Agree and Create Account;clicks|creates;"PayPal Client;Agree|Account";PayPal Client Click Agree and Create Account;clicks agree|creates;paypal client|account;
PayPal System;Validate input fields;validates;"PayPal System;input fields";PayPal System Validate input fields;validates;paypal system|input fields;
PayPal System;Generate New User Email;generates;"PayPal System;New User Email";PayPal System Generate New User Email;generates;paypal system|new user email;
PayPal System;Make two random deposits in Bank Account;makes;"PayPal System;random deposits in Bank Account";PayPal System Make two random deposits in Bank Account;makes;paypal system|random deposits in bank account;
PayPal System;Compare values provided;compares;"PayPal System;values";PayPal System Compare values provided;compares|provides;paypal system|values;
PayPal System;Remove bank account details from account;removes;"PayPal System;bank account details from account";PayPal System Remove bank account details from account;removes;paypal system|bank account details from account;
PayPal System;Link Bank Details to Account;links;"PayPal System;Bank Details to Account";PayPal System Link Bank Details to Account;;paypal system link bank details to account;
PayPal Client;Enter Bank Details;enters;"PayPal Client;Bank Details";PayPal Client Enter Bank Details;enters;paypal client|bank details;
PayPal Client;Click Continue;clicks;"PayPal Client;Continue";PayPal Client Click Continue;clicks;paypal client|continue;
PayPal Client;Check deposits Received in Bank Account;checks;"PayPal Client;deposits received in Bank Account";PayPal Client Check deposits Received in Bank Account;receives in;paypal client check deposits|bank account;
PayPal Client;Login to PayPal account;logins to;"PayPal Client;PayPal account";PayPal Client Login to PayPal account;logs;paypal client|##in to paypal account;
PayPal Client;Enter amounts of two deposits;enters;"PayPal Client;amounts of|deposits";PayPal Client Enter amounts of two deposits;enters;paypal client|amounts|deposits;
PayPal Client;Click Verify;clicks;"PayPal Client;Verify";PayPal Client Click Verify;clicks;paypal client|verify;
PayPal User;Enter credit card details;enters;"PayPal User;credit card details";PayPal User Enter credit card details;enters;paypal user|credit card details;
PayPal User;Check billing address is correct;checks;"PayPal User;billing address";PayPal User Check billing address is correct;;paypal user check billing address;
PayPal User;Modify Billing Address;modifies;"PayPal User;Billing Address";PayPal User Modify Billing Address;modifies;paypal user|billing address;
PayPal System;Check Credit Card Authority Response;checks;"PayPal System;Credit Card Authority Response";PayPal System Check Credit Card Authority Response;;paypal system check credit card authority response;
Mail Centre;Categorize invoice by staff member;categorizes;"Mail Centre;invoice by staff member";Mail Centre Categorize invoice by staff member;categorizes;mail centre|invoice by staff member;
Mail Centre;Forward invoice to Admin Department;forwards;"Mail Centre;invoice to Admin Department";Mail Centre Forward invoice to Admin Department;;mail centre forward invoice to admin department;
Mail Centre;Forward invoice for Validation;forwards;"Mail Centre;invoice for Validation";Mail Centre Forward invoice for Validation;;mail centre forward invoice for validation;
Administration Department;Put invoices in collection box;puts;"Administration Department;invoices in collection box";Administration Department Put invoices in collection box;puts;administration department|invoices in collection box;
Accounts Receivable;Generate monthly invoices;generates;"Accounts Receivable;monthly invoices";Accounts Receivable Generate monthly invoices;generates;accounts|monthly invoices;
Payment Office;Pay invoices;pays;"Payment Office;invoices";Payment Office Pay invoices;pays;payment office|invoices;
Payment Office;Send payment report to registry;sends;"Payment Office;payment report to registry";Payment Office Send payment report to registry;sends;payment office|payment report to registry;
Payment Office;Send payment report to Accounts Receivable Department;sends;"Payment Office;payment report to Accounts Receivable Department";Payment Office Send payment report to Accounts Receivable Department;sends;payment office|payment report to accounts|##vable department;
Mail Centre;Forward Invoice;forwards;"Mail Centre;Invoice";Mail Centre Forward Invoice;;mail centre forward invoice;
Mail Centre;Forward invoices for validation;forwards;"Mail Centre;invoices for validation";Mail Centre Forward invoices for validation;;mail centre forward invoices for validation;
Administration Department;Move invoices to collection box;moves;"Administration Department;invoices to collection box";Administration Department Move invoices to collection box;moves;administration department|invoices to collection box;
Data Entry;Collect invoices from Outbox;collects;"Data Entry;invoices from Outbox";Data Entry Collect invoices from Outbox;collects;data entry|invoices from outbox;
Validation Office;Return invoice for re-entry into SAP;returns;"Validation Office;invoice for re-entry|SAP";Validation Office Return invoice for re-entry into SAP;;validation office return invoice for re|entry into sap;
User;Check Application Mode;checks;"User;Application Mode";User Check Application Mode;checks;user|application mode;
User;Display Authentication Error Page / Login Page;displays;"User;Authentication Error Page|Login Page";User Display Authentication Error Page / Login Page;;user display authentication error page|login page;
User;Display Login Page;displays;"User;Login Page";User Display Login Page;;user display login page;
User;Display Login Page with Providers Options;displays;"User;Login Page with Providers Options";User Display Login Page with Providers Options;;user display login page with providers options;
User;Authenticate through Local DB;authenticates through;"User;Local DB";User Authenticate through Local DB;authenticates through;user|local db;
User;Redirect to AuthenticationProvider;redirects to;"User;Authentication Provider";User Redirect to AuthenticationProvider;;user redirect to authenticationprovider;
User;Load Permissions;loads;"User;Permissions";User Load Permissions;;user load permissions;
User;Render Controls According to Permissions;renders;"User;Controls according to Permissions";User Render Controls According to Permissions;accords to;user render controls|permissions;
SO:Angebot/Auftrag;Prepare goods for shipment;prepares;"SO:Angebot/Auftrag;goods for shipment";SO:Angebot/Auftrag Prepare goods for shipment;prepares;angebot|auftrag|goods for shipment;
SO:Angebot/Auftrag;Prepare Invoicing;prepares;"SO:Angebot/Auftrag;Invoicing";SO:Angebot/Auftrag Prepare Invoicing;prepares;angebot|auftrag|invoicing;
SO:Angebot/Auftrag;Create Invoice;creates;"SO:Angebot/Auftrag;Invoice";SO:Angebot/Auftrag Create Invoice;creates;angebot|auftrag|invoice;
SO:Angebot/Auftrag;Ship goods;ships;"SO:Angebot/Auftrag;goods";SO:Angebot/Auftrag Ship goods;;angebot|auftrag ship goods;
SO:Adress-Management;Add parent company as invoicing address;adds;"SO:Adress-Management;parent company as invoicing address";SO:Adress-Management Add parent company as invoicing address;adds;adress|management|parent company as invoicing address;
SO:Angebot/Auftrag;Create new quotation type;creates;"SO:Angebot/Auftrag;new quotation type";SO:Angebot/Auftrag Create new quotation type;creates;angebot|auftrag|new quotation type;
SO:Angebot/Auftrag;Check if all desired discounts are available;checks;"SO:Angebot/Auftrag;discounts";SO:Angebot/Auftrag Check if all desired discounts are available;checks|desires;angebot|auftrag|discounts;
SO:Angebot/Auftrag;Design Quotation;designs;"SO:Angebot/Auftrag;Quotation";SO:Angebot/Auftrag Design Quotation;;angebot|auftrag design quotation;
SO:Angebot/Auftrag;Transform Quotation;transforms;"SO:Angebot/Auftrag;Quotation";SO:Angebot/Auftrag Transform Quotation;;angebot|auftrag transform quotation;
SO:Angebot/Auftrag;Reserve Stock;reserves;"SO:Angebot/Auftrag;Reserve Stock";SO:Angebot/Auftrag Reserve Stock;;angebot|auftrag reserve stock;
SO:Angebot/Auftrag;Adapt Quotation;adapts;"SO:Angebot/Auftrag;Quotation";SO:Angebot/Auftrag Adapt Quotation;adapts;angebot|auftrag|quotation;
SO:Artikelmanagement;Define customer specific discount levels;defines;"SO:Artikelmanagement;customer specific discount levels";SO:Artikelmanagement Define customer specific discount levels;defines;artikelmanagement|customer specific discount levels;
SO:Preisliste;Define pricelist and conditions;defines;"SO:Preisliste;pricelist|conditions";SO:Preisliste Define pricelist and conditions;defines;preisliste|pricelist|conditions;
SO:Adress-Management;Create/Update Employees;creates;"SO:Adress-Management;Update Employees";SO:Adress-Management Create/Update Employees;creates|updates;management|employees;
SO:Resource;Create Employee Resources;creates;"SO:Resource;Employee Resources";SO:Resource Create Employee Resources;creates;resource|employee resources;
SO:Resource;Assign Employee Resources to Inventory;assigns;"SO:Resource;Employee Resources to Inventory";SO:Resource Assign Employee Resources to Inventory;assigns;resource|employee resources to inventory;
Admin Office;Receive the invoice;receives;"Admin Office;invoice";Admin Office Receive the invoice;receives;admin office|invoice;
Admin Office;Sort the invoice per client;sorts;"Admin Office;invoice per client";Admin Office Sort the invoice per client;sorts;admin office|invoice per client;
