Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Client;Accept term and Condition;accepts;"Client;term|Condition";Client Accept term and Condition;;term|Condition;Client Accept
Client;Enter user email and unique question;enters;"Client;user email|unique question";Client Enter user email and unique question;Enters;user email|unique question;Client
Client;Enter new user account details;enters;"Client;new user account details";Client Enter new user account details;Enters;new user account details;Client
Company Server;Verify user email, and unique question;verifies;"Company Server;user email|unique question";Company Server Verify user email, and unique question;;Company Server|user email|unique question;Verify
Company Server;Send the user error Message;sends;"Company Server;user error Message";Company Server Send the user error Message;Sends;Company Server|user error Message;
Company Server;Display registration page;displays;"Company Server;registration page";Company Server Display registration page;Displays;Company Server|registration page;
Company Server;Verify user details;verifies;"Company Server;user details";Company Server Verify user details;;Company Server|user details;Verify
Company Server;Send error mesage;sends;"Company Server;error mesage";Company Server Send error mesage;Sends;Company Server|error mesage;
Company Server;Add user details to the system;adds;"Company Server;user details to the system";Company Server Add user details to the system;Adds;Company Server|user details to the system;
Client;Visit the company website;visits;"Client;company website";Client Visit the company website;;company website;Client Visit
Client;Check internet connecttion;checks;"Client;internet connecttion";Client Check internet connecttion;Checks;internet connecttion;Client
Client;Connect to the internet;connects to;"Client;internet";Client Connect to the internet;Connects to;internet;Client
Client;Select the registration button;selects;"Client;registration button";Client Select the registration button;;registration button;Client Select
Features of the founded Software;What Determine the Price of the Software;determines;"Features of the founded Software;Price of the Software";Features of the founded Software What Determine the Price of the Software;;Features|Price;Software|Software
Features of the founded Software;Check the Software Reviews;checks;"Features of the founded Software;Software Reviews";Features of the founded Software Check the Software Reviews;Checks;Features|Reviews;Software|Software
Features of the founded Software;Check if the Software is scalable in Design;checks;"Features of the founded Software;Software";Features of the founded Software Check if the Software is scalable in Design;Checks if;Features|Design;Software|Software
Features of the founded Software;Check How often the Software Being Updated;checks;"Features of the founded Software;Software";Features of the founded Software Check How often the Software Being Updated;Checks;Features|Being;Software|Software
Features of the founded Software;Check Software Requirement;checks;"Features of the founded Software;Software Requirement";Features of the founded Software Check Software Requirement;Checks;Features|Requirement;Software|Software
Features of the founded Software;Check Software Warranty, Support, and Update.;checks;"Features of the founded Software;Software Warranty|Support|Update";Features of the founded Software Check Software Warranty, Support, and Update.;Checks;Features|Support;Software|Software Warranty|Update
Features of the founded Software;Check if the Software is User-Friendly;checks;"Features of the founded Software;Software|User-Friendly";Features of the founded Software Check if the Software is User-Friendly;Checks if;Features;Software|Software|User-Friendly
Features of the founded Software;Test the software;tests;"Features of the founded Software;software";Features of the founded Software Test the software;;Features|software;Software Test
Business Location;Identify your Business Type;identifies;"Business Location;Business Type";Business Location Identify your Business Type;Identifies;Business Type;Business Location
Business Location;Identify your audience;identifies;"Business Location;audience";Business Location Identify your audience;Identifies;audience;Business Location
Business Location;Identify your target market;identifies;"Business Location;target market";Business Location Identify your target market;Identifies;target market;Business Location
Business Location;Search for location*;searches for;"Business Location;location";Business Location Search for location*;Searches for;Business|location;Location
Business Location;Narrow down the search;narrows down;"Business Location;search";Business Location Narrow down the search;;Business|search;Location Narrow
Business Location;Check Location availability;checks;"Business Location;Location availability";Business Location Check Location availability;Checks;Business|availability;Location|Location
Business Location;Choose Location payment options;chooses;"Business Location;Location payment options";Business Location Choose Location payment options;Chooses;Business|payment options;Location|Location
Business Location;Buy;buys;"Business Location;nan";Business Location Buy;Buys;Business;Location
Business Location;Rent Lease;rents;"Business Location;Lease";Business Location Rent Lease;;Business;Location Rent Lease
Business Name;Identify your Business type;identifies;"Business Name;Business type";Business Name Identify your Business type;Names Identify;Business|Business type;
Business Name;Search for Business name;searches for;"Business Name;Business name";Business Name Search for Business name;Names Search for;Business|Business name;
Business Name;Narrow down the search;narrows down;"Business Name;search";Business Name Narrow down the search;Names Narrow down;search;Business
Business Name;Check the company name availability in ASIC website;checks;"Business Name;company name availability in ASIC website";Business Name Check the company name availability in ASIC website;Names Check;Business|company name availability|website;ASIC
Business Name;Not available;;Business Name nan;Business Name Not available;Names Not;Business;
Business Name;Available;;Business Name nan;Business Name Available;Names;Business;
Business Name;Register the company name with ATO;registers;"Business Name;company name with ATO";Business Name Register the company name with ATO;Names;Business|company name with ATO;Register
Business Name;Go to the Office of Fair Trading;goes to;"Business Name;Office of Fair Trading";Business Name Go to the Office of Fair Trading;Names Go to;Business;Office|Fair Trading
Business Name;Register;;Business Name Register;Business Name Register;Names;Business;Register
Choosing Software;Conduct the search;conducts;"Choosing Software;search";Choosing Software Conduct the search;;search;Choosing Software Conduct
Choosing Software;Narrow Down the Search;narrows down;"Choosing Software;Search";Choosing Software Narrow Down the Search;Searches;;Choosing Software Narrow
Choosing Software;Evaluate the Business Needs;evaluates;"Choosing Software;Business Needs";Choosing Software Evaluate the Business Needs;Evaluates;Business Needs;Choosing Software
Choosing Software;Determine Business Budget;determines;"Choosing Software;Business Budget";Choosing Software Determine Business Budget;;;Choosing Software Determine Business Budget
Choosing Software;Evaluate Software if Suit Business Need;evaluates;"Choosing Software;Software|Suit Business Need";Choosing Software Evaluate Software if Suit Business Need;;;Choosing Software Evaluate Software|Suit Business
Choosing Software;Select your Software;selects;"Choosing Software;Software";Choosing Software Select your Software;;;Choosing Software Select|Software
Choosing Software;Establish installation timeline;establishes;"Choosing Software;installation timeline";Choosing Software Establish installation timeline;Establishes;installation timeline;Choosing Software
Legal structure;Start evaluation;starts;"Legal structure;evaluation";Legal structure Start evaluation;;Legal structure|evaluation;Start
Legal structure;Evaluate capital;evaluates;"Legal structure;capital";Legal structure Evaluate capital;Evaluates;Legal structure|capital;
Legal structure;Evaluate the type of the business;evaluates;"Legal structure;type of the business";Legal structure Evaluate the type of the business;Evaluates;Legal structure|type of the business;
Legal structure;Evaluate the management skills;evaluates;"Legal structure;management skills";Legal structure Evaluate the management skills;Evaluates;Legal structure|management skills;
Legal structure;Evaluate the ability to finance the business;evaluates;"Legal structure;ability|business";Legal structure Evaluate the ability to finance the business;Evaluates|finances;Legal structure|ability|business;
Legal structure;Evaluate the number of people involved;evaluates;"Legal structure;number of people";Legal structure Evaluate the number of people involved;Evaluates;Legal structure|number of people;
Legal structure;Evaluate the liabilities and risks;evaluates;"Legal structure;liabilities|risks";Legal structure Evaluate the liabilities and risks;Evaluates;Legal structure|liabilities|risks;
Legal structure;Consider personal tax situation;considers;"Legal structure;personal tax situation";Legal structure Consider personal tax situation;Considers;Legal structure|personal tax situation;
Legal structure;Evaluate the income plan;evaluates;"Legal structure;income plan";Legal structure Evaluate the income plan;Evaluates;Legal structure|income plan;
Legal structure;Evaluate the long-range business plan;evaluates;"Legal structure;range business plan";Legal structure Evaluate the long-range business plan;Evaluates;Legal structure|long-range business plan;
Legal structure;Select a legal stricture;selects;"Legal structure;legal stricture";Legal structure Select a legal stricture;;Legal structure|legal stricture;Select
Legal structure;Sole trader;;Legal structure Sole trader;Legal structure Sole trader;;Legal structure|trader;Sole
Legal structure;Partnership;;Legal structure Partnership;Legal structure Partnership;;Legal structure;Partnership
