Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Mail Centre;Forward Invoice;forwards;"Mail Centre;Invoice";Mail Centre Forward Invoice;;Mail Centre;Forward Invoice
Mail Centre;Forward invoices for validation;forwards;"Mail Centre;invoices for validation";Mail Centre Forward invoices for validation;;invoices for validation;Mail Centre Forward
Administration Department;Move invoices to collection box;moves;"Administration Department;invoices to collection box";Administration Department Move invoices to collection box;Moves;invoices to collection box;Administration Department
Data Entry;Collect invoices from Outbox;collects;"Data Entry;invoices from Outbox";Data Entry Collect invoices from Outbox;Collects;Data Entry|invoices;Outbox
Validation Office;Return invoice for re-entry into SAP;returns;"Validation Office;invoice for re-entry|SAP";Validation Office Return invoice for re-entry into SAP;invoices for;Validation Office Return|entry;SAP
User;Check Application Mode;checks;"User;Application Mode";User Check Application Mode;;User Check Application Mode;
User;Display Authentication Error Page / Login Page;displays;"User;Authentication Error Page|Login Page";User Display Authentication Error Page / Login Page;;User Display Authentication Error Page|Login Page;
User;Display Login Page;displays;"User;Login Page";User Display Login Page;;User Display Login Page;
User;Display Login Page with Providers Options;displays;"User;Login Page with Providers Options";User Display Login Page with Providers Options;;User Display Login Page with Providers Options;
User;Authenticate through Local DB;authenticates through;"User;Local DB";User Authenticate through Local DB;;User Authenticate;Local DB
User;Redirect to AuthenticationProvider;redirects to;"User;Authentication Provider";User Redirect to AuthenticationProvider;Redirects to;User;AuthenticationProvider
User;Load Permissions;loads;"User;Permissions";User Load Permissions;;User Load Permissions;
User;Render Controls According to Permissions;renders;"User;Controls according to Permissions";User Render Controls According to Permissions;Renders;User|According to Permissions;
SO:Angebot/Auftrag;Prepare goods for shipment;prepares;"SO:Angebot/Auftrag;goods for shipment";SO:Angebot/Auftrag Prepare goods for shipment;Prepares;goods for shipment;Angebot|Auftrag
SO:Angebot/Auftrag;Prepare Invoicing;prepares;"SO:Angebot/Auftrag;Invoicing";SO:Angebot/Auftrag Prepare Invoicing;Prepares;Angebot|Invoicing;Auftrag
SO:Angebot/Auftrag;Create Invoice;creates;"SO:Angebot/Auftrag;Invoice";SO:Angebot/Auftrag Create Invoice;Creates;Angebot|Auftrag|Invoice;
SO:Angebot/Auftrag;Ship goods;ships;"SO:Angebot/Auftrag;goods";SO:Angebot/Auftrag Ship goods;;Ship goods;Angebot|Auftrag
SO:Adress-Management;Add parent company as invoicing address;adds;"SO:Adress-Management;parent company as invoicing address";SO:Adress-Management Add parent company as invoicing address;Adds;Management|parent company as invoicing address;Adress
SO:Angebot/Auftrag;Create new quotation type;creates;"SO:Angebot/Auftrag;new quotation type";SO:Angebot/Auftrag Create new quotation type;Creates;new quotation type;Angebot|Auftrag
SO:Angebot/Auftrag;Check if all desired discounts are available;checks;"SO:Angebot/Auftrag;discounts";SO:Angebot/Auftrag Check if all desired discounts are available;Checks if;discounts;Angebot|Auftrag
SO:Angebot/Auftrag;Design Quotation;designs;"SO:Angebot/Auftrag;Quotation";SO:Angebot/Auftrag Design Quotation;;Quotation;Angebot|Auftrag Design
SO:Angebot/Auftrag;Transform Quotation;transforms;"SO:Angebot/Auftrag;Quotation";SO:Angebot/Auftrag Transform Quotation;Transforms;Quotation;Angebot|Auftrag
SO:Angebot/Auftrag;Reserve Stock;reserves;"SO:Angebot/Auftrag;Reserve Stock";SO:Angebot/Auftrag Reserve Stock;;;Angebot|Auftrag Reserve Stock
SO:Angebot/Auftrag;Adapt Quotation;adapts;"SO:Angebot/Auftrag;Quotation";SO:Angebot/Auftrag Adapt Quotation;Adapts;Angebot|Quotation;Auftrag
SO:Artikelmanagement;Define customer specific discount levels;defines;"SO:Artikelmanagement;customer specific discount levels";SO:Artikelmanagement Define customer specific discount levels;Defines;Artikelmanagement|customer specific discount levels;
SO:Preisliste;Define pricelist and conditions;defines;"SO:Preisliste;pricelist|conditions";SO:Preisliste Define pricelist and conditions;Defines;pricelist|conditions;Preisliste
SO:Adress-Management;Create/Update Employees;creates;"SO:Adress-Management;Update Employees";SO:Adress-Management Create/Update Employees;Creates;Management|Update Employees;Adress
SO:Resource;Create Employee Resources;creates;"SO:Resource;Employee Resources";SO:Resource Create Employee Resources;Creates;Resource|Employee Resources;
SO:Resource;Assign Employee Resources to Inventory;assigns;"SO:Resource;Employee Resources to Inventory";SO:Resource Assign Employee Resources to Inventory;Assigns;Resource|Employee Resources to Inventory;
Admin Office;Receive the invoice;receives;"Admin Office;invoice";Admin Office Receive the invoice;Receives;Admin Office|invoice;
Admin Office;Sort the invoice per client;sorts;"Admin Office;invoice per client";Admin Office Sort the invoice per client;Sorts;invoice per client;Admin Office
Admin Office;Sort the invoice per vendor;sorts;"Admin Office;invoice per vendor";Admin Office Sort the invoice per vendor;Sorts;invoice per vendor;Admin Office
Admin Office;Attach invoice entry form to invoice;attaches;"Admin Office;invoice entry form to invoice";Admin Office Attach invoice entry form to invoice;Attaches|invoices;Admin Office|invoice entry form;
Admin Office;Check the completeness of the invoice;checks;"Admin Office;completeness of the invoice";Admin Office Check the completeness of the invoice;Checks;Admin Office|completeness of the invoice;
Admin Office;Enter the info for the SLA;enters;"Admin Office;info for the SLA";Admin Office Enter the info for the SLA;Enters;Admin Office|info;SLA
Admin Office;Check the priority;checks;"Admin Office;priority";Admin Office Check the priority;Checks;Admin Office|priority;
Admin Office;Apply the red stamp on entry invoice;applies;"Admin Office;red stamp on entry invoice";Admin Office Apply the red stamp on entry invoice;Applies;Admin Office|red stamp on entry invoice;
Admin Office;Check invoice compliance;checks;"Admin Office;invoice compliance";Admin Office Check invoice compliance;Checks;Admin Office|invoice compliance;
Admin Office;Process the Non-compliance invoice;processes;"Admin Office;Process the Non-compliance invoice";Admin Office Process the Non-compliance invoice;;Admin Office Process the Non|compliance invoice;
Admin Office;Call the client;calls;"Admin Office;client";Admin Office Call the client;Calls;Admin Office|client;
Admin Office;Request for information;requests for;"Admin Office;information";Admin Office Request for information;;Admin Office Request for information;
Admin Office;Send a postal mail requesting the information complete;sends;"Admin Office;postal mail|information";Admin Office Send a postal mail requesting the information complete;Sends;postal mail requesting the information;Admin Office
Admin Office;Send reminder;sends;"Admin Office;reminder";Admin Office Send reminder;Sends;Admin Office|reminder;
Admin Office;Allocate invoice to DEO;allocates;"Admin Office;invoice to DEO";Admin Office Allocate invoice to DEO;Allocates invoice to;Admin Office;DEO
Registry;selects the paper-based invoices that have been paid;selects;"Registry;paper|invoices";Registry selects the paper-based invoices that have been paid;;Registry|paper|invoices;
Registry;archive the invoices per vendor;archives;"Registry;invoices per vendor";Registry archive the invoices per vendor;archives;Registry|invoices per vendor;
Registry;track down Payment;tracks down;"Registry;Payment";Registry track down Payment;tracks down;Registry|Payment;
Registry;archives the invoices per payment data;archives;"Registry;invoices per payment data";Registry archives the invoices per payment data;;Registry archives the invoices per payment data;
Accounts Receivable Department;Generate monthly invoice for clients;generates;"Accounts Receivable Department;monthly invoice for clients";Accounts Receivable Department Generate monthly invoice for clients;Generates;Accounts|monthly invoice for clients;Receivable Department
The payment office;Generate a Payment report;generates;"The payment office;Payment report";The payment office Generate a Payment report;Generates;payment office|Payment report;
The payment office;Pay the vendor;pays;"The payment office;vendor";The payment office Pay the vendor;Pays;payment office|vendor;
The payment office;Send the payment report to Accounts Receivable Department;sends;"The payment office;payment report to Accounts Receivable Department";The payment office Send the payment report to Accounts Receivable Department;Sends;payment office|payment report;Accounts Receivable Department
The payment office;send payment report to registry;sends;"The payment office;payment report to registry";The payment office send payment report to registry;sends;payment office|payment report to registry;
Mail centre;Ask the client to confirm the invoice that can be paid;asks;"Mail centre;client|invoice";Mail centre Ask the client to confirm the invoice that can be paid;Asks|confirms|is;Mail centre|client|invoice;
Mail centre;Open the envelop;opens;"Mail centre;envelop";Mail centre Open the envelop;Opens;Mail centre|envelop;
Mail centre;Categorize the invoices;categorizes;"Mail centre;invoices";Mail centre Categorize the invoices;Categorizes;Mail centre|invoices;
Mail centre;Forward the invoice to admin offices;forwards;"Mail centre;invoice to admin offices";Mail centre Forward the invoice to admin offices;;Mail centre Forward the invoice to admin offices;
Validation office;Empty the outbox of entered invoices;empties;"Validation office;outbox of|invoices";Validation office Empty the outbox of entered invoices;Empties;Validation office|outbox|invoices;
Validation office;Take a batch of invoices;takes;"Validation office;batch of invoices";Validation office Take a batch of invoices;Takes;Validation office|batch of invoices;
Validation office;Sort invoice per client;sorts;"Validation office;invoice per client";Validation office Sort invoice per client;;Validation office Sort invoice per client;
Validation office;Print a report with all the invoices;prints;"Validation office;report with all the invoices";Validation office Print a report with all the invoices;Prints;Validation office|report|invoices;
Validation office;Compare the report and the invoices details;compares;"Validation office;report|invoices details";Validation office Compare the report and the invoices details;Compares;Validation office|report|invoices details;
Validation office;check the ‘invoice entered correctly’ box;checks;"Validation office;invoice|box";Validation office check the ‘invoice entered correctly’ box;checks;Validation office|‘ invoice|box;
